road,chainage,lrp,lat,lon,gap,type,name,is_intersection,model_type
N2,232.724,LRP233b,24.8966108,91.9039444,,Culvert,Box culvert,False,nan
N2,232.888,LRP234,24.8965274,91.9055556,,KmPost,Tamabil 50 km,False,nan
N2,233.873,LRP234a,24.9005,91.9141667,,Culvert,Box culvert,False,nan
N2,233.893,LRP235,24.9006389,91.9144722,,KmPost,Horipur 17 km,False,nan
N2,234.883,LRP236,24.9055556,91.9226382,,KmPost,Horipur 16 km,False,nan
N2,235.123,LRP236a,24.9068333,91.9244993,,Culvert,Box culvert,False,nan
N2,235.773,LRP236b,24.9069444,91.930416,,Culvert,Box culvert,False,nan
N2,235.883,LRP237,24.9101111,91.9311382,,KmPost,Tamabil 47 km,False,nan
N2,236.563,LRP237a,24.9132778,91.9366108,BS,Bridge,Bridge start,False,nan
N2,236.573,LRP237b,24.9132778,91.9366941,BE,Bridge,Bridge end,False,nan
N2,236.883,LRP238,24.9139167,91.9396941,,KmPost,Jaflong 50 km,False,nan
N2,237.447,LRP238a,24.9152222,91.947833,BS,Bridge,Bridge start,False,nan
N2,237.464,LRP238b,24.9152778,91.9479441,BE,Bridge,Bridge end,False,nan
N2,237.692,LRP238c,24.9157778,91.9473608,,Culvert,Box culvert,False,nan
N2,237.883,LRP239,24.91625,91.9494441,,KmPost,Km post missing,False,nan
N2,237.923,LRP239a,24.9163056,91.949583,,"SideRoad,Right",N210,False,nan
N2,238.883,LRP240,24.9196382,91.9583333,,KmPost,Jaintapur 31 km,False,nan
N2,238.909,LRP240a,24.9197493,91.9585278,,Culvert,Box culvert,False,nan
N2,239.215,LRP240b,24.921166,91.9611389,,Culvert,Box culvert,False,nan
N2,239.883,LRP241,24.9252493,91.966,,KmPost,Tamabil 43 km,False,nan
N2,240.565,LRP241a,24.9294438,91.9708327,BS,Bridge,Bridge start,False,nan
N2,240.582,LRP241b,24.9295549,91.9708327,BE,Bridge,Bridge end,False,nan
N2,240.787,LRP241c,24.9305827,91.9725549,,Culvert,Box culvert,False,nan
N2,240.883,LRP242,24.9310827,91.9734716,,KmPost,Jaflong 46 km,False,nan
N2,241.54,LRP242a,24.9342219,91.9789716,,Culvert,Box culvert,False,nan
N2,241.883,LRP243,24.9359163,91.9818049,,KmPost,Horipur 9 km,False,nan
N2,242.112,LRP243a,24.9367497,91.9838886,BS,Bridge,Bridge start,False,nan
N2,242.127,LRP243b,24.9368052,91.9840274,BE,Bridge,Bridge end,False,nan
N2,242.828,LRP243c,24.9389997,91.9905274,,Culvert,Box culvert,False,nan
N2,242.888,LRP244,24.9391663,91.9910274,,KmPost,Jainyapur 27 km,False,nan
N2,243.888,LRP245,24.9440552,91.9991108,,KmPost,Tamabil 39 km,False,nan
N2,244.601,LRP245a,24.9488608,92.0035833,,Culvert,Box culvert,False,nan
N2,244.928,LRP246,24.9508056,92.006,,KmPost,Jaflong 42 km,False,nan
N2,245.111,LRP246a,24.9518611,92.0073333,BS,Bridge,Bridge start,False,nan
N2,245.123,LRP246b,24.9518889,92.0073889,BE,Bridge,Bridge end,False,nan
N2,245.764,LRP246c,24.9565278,92.0110278,,Culvert,Box culvert,False,nan
N2,245.938,LRP247,24.9578611,92.0119167,,KmPost,Horipur 5 km,False,nan
N2,245.967,LRP247a,24.9580556,92.0120278,,Culvert,Box culvert,False,nan
N2,246.916,LRP247b,24.96325,92.0188604,,Culvert,Box culvert,False,nan
N2,246.948,LRP248,24.9632778,92.0192216,,KmPost,Jaintapur 23  km,False,nan
N2,247.479,LRP248a,24.9645278,92.024166,,Culvert,Box Culvert,False,nan
N2,247.948,LRP249,24.9681104,92.0266382,,KmPost,Tamabil 35 km,False,nan
N2,248.806,LRP249a,24.972666,92.0328327,,Culvert,Box culvert,False,nan
N2,248.953,LRP250,24.9737216,92.0339163,,KmPost,Jaflong 38 km,False,nan
N2,249.134,LRP250a,24.9750271,92.0346663,,Culvert,Box culvert,False,nan
N2,249.953,LRP251,24.9820549,92.0371108,,KmPost,Horipur 1 km,False,nan
N2,250.105,LRP251a,24.9832216,92.037833,,Culvert,Box culvert,False,nan
N2,250.953,LRP252,24.9893608,92.0419997,,KmPost,Km post missing,False,nan
N2,250.991,LRP252a,24.989583,92.0422497,BS,Bridge,Bridge start,False,nan
N2,251.09,LRP252b,24.9902219,92.0429163,BE,Bridge,Bridge end,False,nan
N2,251.973,LRP253,24.9969441,92.0471108,,KmPost,Tamabil 31 km,False,nan
N2,252.53,LRP253a,25.0015833,92.0479719,BS,Bridge,Bridge start,False,nan
N2,252.619,LRP253b,25.0022778,92.0482497,BE,Bridge,Bridge end,False,nan
N2,252.973,LRP254,25.0047778,92.0505556,,KmPost,Jaflong 34 km,False,nan
N2,253.973,LRP255,25.0110556,92.0576944,,KmPost,Jaintapur 16 km,False,nan
N2,254.476,LRP255a,25.0141111,92.0612778,BS,Bridge,Bridge start,False,nan
N2,254.514,LRP255b,25.0143333,92.0615,BE,Bridge,Bridge end,False,nan
N2,254.973,LRP256,25.0175271,92.0644444,,KmPost,Tamabil 28 km,False,nan
N2,255.978,LRP257,25.0253604,92.0693882,,KmPost,Jaflong 31 km,False,nan
N2,256.463,LRP257a,25.0290827,92.0718327,BS,Bridge,Bridge start,False,nan
N2,256.506,LRP257b,25.0293882,92.0720271,BE,Bridge,Bridge end,False,nan
N2,256.983,LRP258,25.0324438,92.0753049,,KmPost,Jaintapur 13 km,False,nan
N2,257.964,LRP258a,25.0372497,92.0833886,BS,Bridge,Bridge start,False,nan
N2,258.027,LRP258b,25.0375274,92.083833,BE,Bridge,Bridge end,False,nan
N2,258.033,LRP259,25.0375552,92.0839163,,KmPost,Tamabil 25 km,False,nan
N2,258.993,LRP260,25.0433886,92.0909441,,KmPost,Jaflong 28 km,False,nan
N2,259.711,LRP260a,25.0478886,92.0959441,,Culvert,Box culvert,False,nan
N2,259.993,LRP261,25.0497219,92.0980274,,KmPost,Jaintapur 10 km,False,nan
N2,260.526,LRP261a,25.05306973636364,92.1016686348485,,Culvert,Box culvert,False,nan
N2,260.851,LRP261b,25.0551111,92.1038889,,Culvert,Box culvert,False,nan
N2,260.993,LRP262,25.0561944,92.10475,,KmPost,Km post missing,False,nan
N2,261.318,LRP262a,25.0588056,92.1061389,,Culvert,Box culvert,False,nan
N2,261.993,LRP263,25.0643889,92.1090556,,KmPost,Jaflong 25 km,False,nan
N2,262.122,LRP263a,25.0654444,92.1095833,,"SideRoad,Right",Road to Kanaighat (Z2011),False,nan
N2,262.383,LRP263b,25.0675549,92.1106389,BS,Bridge,Bridge start,False,nan
N2,262.411,LRP263c,25.0678049,92.11075,BE,Bridge,Bridge end,False,nan
N2,262.993,LRP264,25.0728604,92.1123333,,KmPost,Jaintapur 7 km,False,nan
N2,263.998,LRP265,25.0815549,92.1150556,,KmPost,Km post broken,False,nan
N2,264.16,LRP265a,25.0829438,92.1154722,BS,Bridge,Bridge start,False,nan
N2,264.183,LRP265b,25.0831382,92.1155556,BE,Bridge,Bridge end,False,nan
N2,264.882,LRP265c,25.0891386,92.1174993,,"SideRoad,Left",Road to Gowainghat (Z2012),False,nan
N2,264.993,LRP266,25.0900274,92.117916,,KmPost,Jaflong 22 km,False,nan
N2,265.228,LRP266a,25.092083,92.1178604,BS,Bridge,Bridge start,False,nan
N2,265.424,LRP266b,25.0938052,92.1178327,BE,Bridge,Bridge end,False,nan
N2,265.993,LRP267,25.0990552,92.1178049,,KmPost,Jaintapur 4 km,False,nan
N2,266.441,LRP267a,25.1030278,92.1184438,BS,Bridge,Bridge start,False,nan
N2,266.468,LRP267b,25.10325,92.1184716,BE,Bridge,Bridge end,False,nan
N2,266.998,LRP268,25.1080556,92.1187493,,KmPost,Jaintapur 3 km,False,nan
N2,268.008,LRP269,25.1170271,92.1191938,,KmPost,Jaflong 19 km,False,nan
N2,268.983,LRP269a,25.1252493,92.1163611,BS,Bridge,Bridge start,False,nan
N2,269.069,LRP269b,25.1260271,92.11625,BE,Bridge,Bridge end,False,nan
N2,269.078,LRP270,25.1261382,92.1161944,,KmPost,Jaintapur 1 km,False,nan
N2,269.68,LRP270a,25.1296382,92.1196382,BS,Bridge,Bridge start,False,nan
N2,269.708,LRP270b,25.1298327,92.1196382,BE,Bridge,Bridge end,False,nan
N2,269.927,LRP270c,25.131666,92.1203049,BS,Bridge,Bridge start,False,nan
N2,269.954,LRP270d,25.1318327,92.1204438,BE,Bridge,Bridge end,False,nan
N2,269.968,LRP271,25.1319438,92.1205549,,KmPost,Tamabil 13 km,False,nan
N2,270.816,LRP271a,25.138340625862067,92.11999648103448,BS,Bridge,Bridge start,False,nan
N2,270.896,LRP271b,25.1389441,92.1199438,BE,Bridge,Bridge end,False,nan
N2,270.928,LRP272,25.1391386,92.1198049,,KmPost,Jaflong 16 km,False,nan
N2,271.123,LRP272a,25.1408608,92.1197771,BS,Bridge,Bridge start,False,nan
N2,271.142,LRP272b,25.1410274,92.1197771,BE,Bridge,Bridge end,False,nan
N2,271.938,LRP273,25.1367219,92.1175827,,KmPost,Tamabil 11 km,False,nan
N2,272.56,LRP273a,25.15025,92.1126944,BS,Bridge,Bridge start,False,nan
N2,272.625,LRP273b,25.150493612433863,92.1121021089947,BE,Bridge,Bridge end,False,nan
N2,272.938,LRP274,25.1516667,92.10925,,KmPost,Jaflong 14 km,False,nan
N2,273.046,LRP274a,25.15225,92.1085,BS,Bridge,Bridge start,False,nan
N2,273.093,LRP274b,25.1526389,92.1083611,BE,Bridge,Bridge end,False,nan
N2,273.253,LRP274c,25.1536944,92.1073611,BS,Bridge,Bridge start,False,nan
N2,273.271,LRP274d,25.1538056,92.1071944,BE,Bridge,Bridge end,False,nan
N2,273.458,LRP274e,25.1546944,92.1056389,BS,Bridge,Bridge start,False,nan
N2,273.499,LRP274f,25.1549444,92.1054444,BE,Bridge,Bridge end,False,nan
N2,273.948,LRP275,25.1575833,92.1020278,,KmPost,Tamabil 9 km,False,nan
N2,274.193,LRP275a,25.1589167,92.1001389,BS,Bridge,Bridge start,False,nan
N2,274.275,LRP275b,25.1594167,92.099583,BE,Bridge,Bridge end,False,nan
N2,274.933,LRP276,25.1643889,92.0961108,,KmPost,Jaflong 12 km,False,nan
N2,274.952,LRP276a,25.1645556,92.0960274,BS,Bridge,Bridge start,False,nan
N2,274.991,LRP276b,25.1648611,92.095833,BE,Bridge,Bridge end,False,nan
N2,275.943,LRP277,25.1712216,92.0903052,,KmPost,Tamabil 7 km,False,nan
N2,276.943,LRP278,25.1736938,92.0815271,,KmPost,Jaflong 10 km,False,nan
N2,277.943,LRP279,25.1761104,92.0723327,,KmPost,Km post broken,False,nan
N2,278.943,LRP280,25.1801104,92.0637778,,KmPost,Jaflong 8 km,False,nan
N2,279.83,LRP280a,25.1772493,92.0558889,BS,Bridge,Bridge start,False,nan
N2,279.871,LRP280b,25.1770549,92.0555,BE,Bridge,Bridge end,False,nan
N2,279.943,LRP281,25.1767493,92.0549722,,KmPost,Tamabil 3 km,False,nan
N2,280.032,LRP281a,25.1763882,92.0542222,BS,Bridge,Bridge start,False,nan
N2,280.061,LRP281b,25.1762493,92.0539722,BE,Bridge,Bridge end,False,nan
N2,280.943,LRP282,25.1777216,92.0455552,,KmPost,Jaflong 6 km,False,nan
N2,281.943,LRP283,25.1808604,92.0364441,,KmPost,Km post missing,False,nan
N2,283.093,LRP284,25.1779438,92.0284716,,KmPost,Jaflong 4 km,False,nan
N2,283.349,LRP284a,25.1783049,92.0261938,,Culvert,Box culvert,False,nan
N2,283.793,LRP284b,25.1748327,92.0275827,,Culvert,Box culvert,False,nan
N2,284.113,LRP285,25.173416,92.0227771,,KmPost,Jaflong 3 km,False,nan
N2,284.472,LRP285a,25.1719438,92.0199716,,Culvert,Box culvert,False,nan
N2,284.63,LRP285b,25.1710827,92.0188049,,Culvert,Box culvert,False,nan
N2,284.938,LRP286,25.1700549,92.0163889,,KmPost,Km post broken,False,nan
N2,285.232,LRP286a,25.1679438,92.0179993,,Culvert,Box culvert,False,nan
N2,285.557,LRP286b,25.1651389,92.0182771,,Culvert,Box culvert,False,nan
N2,285.938,LRP287,25.1628889,92.0171104,,KmPost,Jaflong 1  km,False,nan
N2,286.022,LRP287a,25.1613333,92.0172771,BS,Bridge,Bridge start,False,nan
N2,286.06,LRP287b,25.1609722,92.0173327,BE,Bridge,Bridge end,False,nan
N2,286.26,LRP287c,25.15975,92.0174716,,Culvert,Box culvert,False,nan
N2,286.516,LRPE,25.1570556,92.0176382,,Others,Road End at Jaflong.,False,nan
N203,0.0,LRPS,24.0537222,90.9875552,,Others,Road start from N2 at Bhairab.,True,intersection
N203,0.071,LRPSa,24.0532778,90.9878608,,Culvert,Box Culvert,False,nan
N203,0.342,LRPSb,24.0513056,90.989333,,Culvert,Box Culvert,True,intersection
N203,0.441,LRPSc,24.0507778,90.9897774,,Culvert,Overpass N2,False,nan
N203,0.975,LRPE,24.05075,90.9951108,,Others,The road ends at Old Ferryghat.,False,nan
N204,0.0,LRPS,24.1479163,91.3466108,,Others,Road start from N2 at Jagannathganj.,True,intersection
N204,0.545,LRPSa,24.1483608,91.3513889,,Culvert,Box culvert,False,nan
N204,0.63,LRP001,24.1475552,91.3513611,,KmPost,Hobiganj 31 km,False,nan
N204,0.806,LRP001a,24.1460274,91.3513056,BS,Bridge,Bridge start,False,nan
N204,0.848,LRP001b,24.1457219,91.3513056,BE,Bridge,Bridge end,False,nan
N204,1.036,LRP001c,24.1439997,91.3511667,,Culvert,Box culvert,False,nan
N204,1.508,LRP001d,24.1397774,91.3513333,,Culvert,Box culvert,False,nan
N204,1.63,LRP002,24.1386663,91.3514444,,KmPost,Km post missing,False,nan
N204,1.865,LRP002a,24.1369163,91.3516111,,Culvert,Box culvert,False,nan
N204,2.325,LRP003,24.1328327,91.352,,KmPost,Hobiganj 30 km,False,nan
N204,2.365,LRP003a,24.1324993,91.3520556,,Culvert,Box culvert,True,intersection
N204,3.325,LRP004,24.1310549,91.3608056,,KmPost,Km post missing,False,nan
N204,3.897,LRP004a,24.1305271,91.3663611,,RailRoadCrossing,Rail road crossing,False,nan
N204,4.325,LRP005,24.1293327,91.3712771,,KmPost,Km post missing,False,nan
N204,5.325,LRP006,24.129416,91.3809993,,KmPost,Km post missing,False,nan
N204,6.325,LRP007,24.1296938,91.3894163,,KmPost,Km post missing,False,nan
N204,7.18,LRP008,24.1272493,91.3971386,,KmPost,Hobiganj 27 km,False,nan
N204,8.18,LRP009,24.1252216,91.4061944,,KmPost,Km post missing,True,intersection
N204,8.491,LRP009a,24.125166,91.4091944,,Culvert,Box culvert,False,nan
N204,8.859,LRP009b,24.1241104,91.4125278,BS,Bridge,Bridge start,False,nan
N204,8.875,LRP009c,24.1241104,91.4126944,BE,Bridge,Bridge end,False,nan
N204,9.18,LRP010,24.1235271,91.4156111,,KmPost,Km post missing,False,nan
N204,10.18,LRP011,24.1265271,91.4244716,,KmPost,Km post missing,True,intersection
N204,10.853,LRP011a,24.1285549,91.4302771,,Culvert,Box culvert,False,nan
N204,11.18,LRP012,24.1283604,91.4334997,,KmPost,Km post missing,False,nan
N204,11.348,LRP012a,24.1281382,91.435083,,Culvert,Box culvert,False,nan
N204,11.737,LRP012b,24.1271382,91.4384719,,Culvert,Box culvert,False,nan
N204,12.18,LRP013,24.1269716,91.4427774,,KmPost,Km post missing,False,nan
N204,12.195,LRP013a,24.1269438,91.4428886,,Culvert,Box culvert,False,nan
N204,12.64,LRP013b,24.1275549,91.4466941,,Culvert,Box Culvert,False,nan
N204,13.18,LRP014,24.1272493,91.4514444,,KmPost,Km post missing,False,nan
N204,13.252,LRP014a,24.1274438,91.4520556,,Culvert,Box culvert,False,nan
N204,13.39,LRP014b,24.1274716,91.4523333,,Culvert,Box Culvert,False,nan
N204,13.53,LRP015,24.1281104,91.4545556,,KmPost,Information missing,False,nan
N204,14.53,LRP016,24.1281938,91.4633889,,KmPost,Km post missing,False,nan
N204,14.602,LRP016a,24.1279438,91.4640278,,Culvert,Box culvert,False,nan
N204,14.808,LRP016b,24.1281104,91.4664167,,Culvert,Pipe Culvert,False,nan
N204,15.166,LRP016c,24.1295549,91.4682493,,Culvert,Box Culvert,False,nan
N204,15.47,LRP016d,24.131916,91.4701382,,Culvert,Box Culvert,False,nan
N204,15.53,LRP017,24.1322216,91.4705827,,KmPost,Km post missing,False,nan
N204,15.728,LRP017a,24.1326938,91.4723882,,Culvert,Box culvert,False,nan
N204,16.291,LRP017b,24.134787880826444,91.47704109256198,BS,Bridge,Bridge start,False,nan
N204,16.333,LRP017c,24.1349441,91.4773882,BE,Bridge,Bridge end,False,nan
N204,16.553,LRP017d,24.1371663,91.4791382,,Culvert,Pipe Culvert,False,nan
N204,16.72,LRP018,24.137833,91.4795549,,KmPost,Information missing,False,nan
N204,16.866,LRP018a,24.1387774,91.4803604,,Culvert,Box culvert,False,nan
N204,17.313,LRP018b,24.1420274,91.4829438,BS,Bridge,Bridge start,False,nan
N204,17.322,LRP018c,24.142083,91.4829716,BE,Bridge,Bridge end,False,nan
N204,17.573,LRP018d,24.1441941,91.4833886,BS,Bridge,Bridge start,False,nan
N204,17.626,LRP018e,24.1446108,91.4833886,BE,Bridge,Bridge end,False,nan
N204,17.72,LRP019,24.1453608,91.4838886,,KmPost,Km post missing,False,nan
N204,18.34,LRP020,24.15053822098765,91.48568522222224,,KmPost,Hobiganj 21 km,False,nan
N204,19.34,LRP021,24.1588889,91.488583,,KmPost,Km post missing,False,nan
N204,19.845,LRP021a,24.162,91.4921663,,Culvert,Box culvert,False,nan
N204,20.01,LRP022,24.1629722,91.4932219,,KmPost,Hobiganj 20 km,True,intersection
N204,20.812,LRP022a,24.1629722,91.4973886,,Culvert,Box Culvert,False,nan
N204,21.01,LRP023,24.1703882,91.4986941,,KmPost,Km post missing,False,nan
N204,21.253,LRP023a,24.1721382,91.5000833,,Culvert,Box culvert,False,nan
N204,21.281,LRP023b,24.1722493,91.5003056,,Culvert,Box culvert,False,nan
N204,21.475,LRP023c,24.1730827,91.5019444,BS,Bridge,Bridge start,False,nan
N204,21.512,LRP023d,24.1732493,91.5022222,BE,Bridge,Bridge end,False,nan
N204,22.01,LRP024,24.1727771,91.5067222,,KmPost,Km post missing,True,intersection
N204,23.01,LRP025,24.1784716,91.5126389,,KmPost,Km post missing,False,nan
N204,23.07,LRP025a,24.1789438,91.5126667,,Culvert,Box culvert,False,nan
N204,23.412,LRP025b,24.1814438,91.5127778,,Culvert,Pipe Culvert,False,nan
N204,23.906,LRP025c,24.1859997,91.5135,,Culvert,Pipe Culvert,False,nan
N204,24.01,LRP026,24.1873886,91.5135833,,KmPost,Km post missing,False,nan
N204,24.339,LRP026a,24.1895274,91.5157222,,Culvert,Box culvert,False,nan
N204,24.908,LRP026b,24.1933608,91.5182771,,Culvert,Box culvert,False,nan
N204,25.01,LRP027,24.1942497,91.5196104,,KmPost,Km post missing,False,nan
N204,25.449,LRP027a,24.1982219,91.5200549,,"SideRoad,Right",Z2008 to Natun Bazar,False,nan
N204,26.01,LRP028,24.2023611,91.517666,,KmPost,Km post missing,False,nan
N204,26.56,LRP028a,24.2063889,91.5144444,,Culvert,Box culvert,False,nan
N204,27.01,LRP029,24.2100833,91.5126667,,KmPost,Km post missing,False,nan
N204,27.914,LRP029a,24.2174716,91.5098889,,Culvert,Pipe Culvert,False,nan
N204,28.01,LRP030,24.219416,91.5091111,,KmPost,Hobiganj 14 km,False,nan
N204,28.204,LRP030a,24.2211938,91.5084722,,Culvert,Box culvert,False,nan
N204,28.965,LRP030b,24.2274993,91.5060833,,Culvert,Box culvert,False,nan
N204,29.01,LRP031,24.227916,91.5059444,,KmPost,Km post missing,False,nan
N204,29.358,LRP031a,24.2308049,91.5048611,,Culvert,Box culvert,False,nan
N204,29.762,LRP031b,24.2339441,91.5036667,,"SideRoad,Right","Z2010, Murabandh- Dargasharif Road",False,nan
N204,30.01,LRP032,24.236583,91.50275,,KmPost,Km post missing,False,nan
N204,31.26,LRP033,24.2463886,91.4974997,,KmPost,Hobiganj 11 km,False,nan
N204,32.177,LRP033a,24.2523333,91.4913052,BS,Bridge,Bridge start,False,nan
N204,32.294,LRP033b,24.2524722,91.4911941,BE,Bridge,Bridge end,False,nan
N204,32.36,LRP034,24.2529167,91.4906941,,KmPost,Info missing,False,nan
N204,32.582,LRP034a,24.255,91.4885274,,Culvert,Box culvert,False,nan
N204,32.59,LRP035,24.2596389,91.4841386,,KmPost,Km post missing,False,nan
N204,33.535,LRP035a,24.2615,91.482416,,Culvert,Box culvert,False,nan
N204,33.724,LRP035b,24.2626944,91.4812216,,Culvert,Box culvert,False,nan
N204,34.26,LRP036,24.2665556,91.4778604,,KmPost,Km post missing,False,nan
N204,34.287,LRP036a,24.2667493,91.4776938,,Culvert,Box culvert,False,nan
N204,34.421,LRPE,24.2673882,91.4771382,,Others,Road End intersecting N2 at Shaistagonj Round About.,False,nan
N205,0.0,LRPS,24.8677771,91.8571111,,Others,Road start from N2 at Chandipool.,True,intersection
N205,0.023,LRPSa,24.867916,91.8571944,,Culvert,Box Culvert,False,nan
N205,1.0,LRP001,24.8759993,91.8608333,,KmPost,Km post missing,True,intersection
N205,1.712,LRP001a,24.8817493,91.8639167,,Culvert,Box Culvert,False,nan
N205,1.838,LRP001b,24.882916,91.8640556,,RailRoadCrossing,Rail Road Crossing,False,nan
N205,1.85,LRP001c,24.8830271,91.8642222,,"SideRoad,Right",Sylhet Rail station Bypass Road (N 209),True,intersection
N205,2.0,LRP002,24.884333,91.8642778,,KmPost,Km post missing,True,intersection
N205,2.478,LRPE,24.886083,91.8680827,,Others,The road end Intersecting N208 Near the Bridge,False,nan
N206,0.0,LRPS,24.8859441,91.868166,,"SideRoad,Left","Road start at Keean bridge More ,intersection of N209, R250, N205 anf N206",True,intersection
N206,0.028,LRPSa,24.886333,91.8682493,BS,Bridge,Bridge start,False,nan
N206,0.377,LRPSb,24.8882497,91.8680271,BE,Bridge,Bridge end,False,nan
N206,0.825,LRPSc,24.891333,91.8699438,,Others,Post office More.,False,nan
N206,1.0,LRP001,24.8914997,91.8717493,,KmPost,Km post missing,True,intersection
N206,1.368,LRP001a,24.8923886,91.8751382,,Culvert,Box Culvert,False,nan
N206,1.77,LRP001b,24.8938052,91.8781382,,Culvert,Box Culvert,False,nan
N206,1.797,LRPE,24.8939441,91.8783049,,Others,Road End with N2 at Nyarpool,False,nan
N207,0.0,LRPS,24.2948608,91.51025,,Others,Road start from N2 at Mirpur.,True,intersection
N207,0.226,LRPSa,24.2964163,91.5120833,,Culvert,Pipe culvert,False,nan
N207,0.457,LRPSb,24.297583,91.5135278,BS,Bridge,Bridge Start,False,nan
N207,0.479,LRPSc,24.2975552,91.5137222,BE,Bridge,Bridge end,False,nan
N207,1.0,LRP001,24.2967774,91.5188049,,KmPost,Km post missing,True,intersection
N207,1.515,LRP001a,24.2958608,91.5238049,BS,Bridge,Bridge start,False,nan
N207,1.539,LRP001b,24.295833,91.5239438,BE,Bridge,Bridge end,False,nan
N207,2.0,LRP002,24.2951108,91.528416,,KmPost,Km post missing,True,intersection
N207,2.893,LRP002a,24.2936663,91.5370552,BS,Bridge,Bridge start,False,nan
N207,2.924,LRP002b,24.2936386,91.5372497,BE,Bridge,Bridge end,False,nan
N207,2.99,LRP002c,24.2935274,91.5379163,,"SideRoad,Right","Z2008 ,Nutan Bazar-Chunarughar road",False,nan
N207,3.0,LRP003,24.2934441,91.5380552,,KmPost,Km post missing,True,intersection
N207,3.863,LRP003a,24.2929719,91.5463886,BS,Bridge,Bridge start,False,nan
N207,3.898,LRP003b,24.2929441,91.5467497,BE,Bridge,Bridge end,False,nan
N207,4.0,LRP004,24.2927497,91.5479163,,KmPost,Km post missing,True,intersection
N207,5.0,LRP005,24.2908608,91.5575833,,KmPost,Km post missing,True,intersection
N207,6.0,LRP006,24.2909719,91.5663889,,KmPost,Km post missing,True,intersection
N207,6.6,LRP006a,24.2895274,91.5713049,,Culvert,Pipe culvert,True,intersection
N207,7.0,LRP007,24.2916663,91.5747771,,KmPost,Km post missing,True,intersection
N207,8.0,LRP008,24.2941108,91.5837497,,KmPost,Km post missing,True,intersection
N207,8.132,LRP008a,24.2949441,91.5846663,,Culvert,Box Culvert,False,nan
N207,8.814,LRP008b,24.2944441,91.5901663,,Culvert,Box Culvert,False,nan
N207,9.0,LRP009,24.2944163,91.592083,,KmPost,Km post missing,True,intersection
N207,9.075,LRP009a,24.2944719,91.592833,,Culvert,Box Culvert,False,nan
N207,9.267,LRP009b,24.2949719,91.5945274,,Culvert,Box Culvert,False,nan
N207,9.427,LRP009c,24.2961108,91.5975274,,Culvert,Box Culvert,False,nan
N207,10.0,LRP010,24.2964441,91.6011944,,KmPost,Km post missing,True,intersection
N207,10.211,LRP010a,24.2957774,91.6028889,,Culvert,Box Culvert,False,nan
N207,11.0,LRP011,24.2920552,91.6091389,,KmPost,Km post missing,True,intersection
N207,12.0,LRP012,24.2937219,91.6161667,,KmPost / KmPost,Km post missing/ Start of Moulavibazar road Division / Km post missing/ Start of Moulavibazar road Division,True,intersection
N207,12.48,LRP012a,24.2932774,91.6223882,,Culvert,Box Culvert,False,nan
N207,12.85,LRP013,24.2947774,91.6238327,,KmPost,Srimongal 12 km,False,nan
N207,13.85,LRP014,24.2979719,91.632416,,KmPost,Srimongal 11 km,False,nan
N207,14.68,LRP014a,24.299333,91.639083,,Culvert,Box Culvert,False,nan
N207,14.85,LRP015,24.3000556,91.6418886,,KmPost,Srimongal  10 km,False,nan
N207,15.765,LRP016,24.30025,91.6508611,,KmPost,Srimongal 9 km,False,nan
N207,16.705,LRP017,24.3007778,91.6600556,,KmPost,Srimongal 8km,False,nan
N207,17.175,LRP017a,24.3016389,91.6646111,,Culvert,Box Culvert,False,nan
N207,17.67,LRP017b,24.3025556,91.6693882,,Culvert,Box Culvert,False,nan
N207,17.855,LRP018,24.3029167,91.671166,,KmPost,Srimongal 7 km,False,nan
N207,18.164,LRP018a,24.3035,91.6740827,BS,Bridge,Bridge start,False,nan
N207,18.196,LRP018b,24.3035556,91.6743882,BE,Bridge,Bridge end,False,nan
N207,18.8,LRP018c,24.3046667,91.6799438,,Culvert,Box Culvert,False,nan
N207,18.81,LRP019,24.3047778,91.6802771,,KmPost,Srimongal 6 km,False,nan
N207,18.93,LRP019a,24.305,91.6813882,BS,Bridge,Bridge start,False,nan
N207,18.976,LRP019b,24.305,91.6818327,BE,Bridge,Bridge end,False,nan
N207,19.84,LRP020,24.3030278,91.6901663,,KmPost,Srimongal 5 km,False,nan
N207,19.888,LRP020a,24.3029167,91.690583,,Culvert,Box Culvert,False,nan
N207,20.209,LRP020b,24.3021389,91.6936386,,Culvert,Box Culvert,False,nan
N207,20.85,LRP021,24.3019444,91.7000278,,KmPost,Srimongal 4 km,True,intersection
N207,21.386,LRP021a,24.3018611,91.7052222,,Culvert,Box Culvert,False,nan
N207,21.845,LRP022,24.3016944,91.7096944,,KmPost,Srimongal 3 km,False,nan
N207,22.766,LRP022a,24.3025556,91.7185271,BS,Bridge,Bridge start,False,nan
N207,22.778,LRP022b,24.3025833,91.7186104,BE,Bridge,Bridge end,False,nan
N207,22.845,LRP023,24.3030278,91.719166,,KmPost,Srimongal 2 km,False,nan
N207,23.814,LRP023a,24.3084167,91.7265827,,Culvert,Box Culvert,False,nan
N207,23.855,LRP024,24.3085278,91.7270549,,KmPost,Srimongal 1 km,False,nan
N207,24.319,LRP024a,24.3095556,91.7313882,,"SideRoad,Right","Z2003 ,Khulna -Srimongal road",False,nan
N207,24.855,LRP025,24.3138611,91.7333886,,KmPost,Sylhet 81 km,False,nan
N207,24.962,LRP025a,24.3146944,91.7338052,,Culvert,Box culvert,False,nan
